super_opeid,name,type,tier,iclevel,state,count,access,success,mobility
1937,Ottawa University,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,AZ,96,11.509389,6.5991244,.75951892
3110,Otterbein University,Private Non-profit,Selective private,Four-year,OH,474.33334,4.6451077,26.298958,1.2216148
1102,Ouachita Baptist University,Private Non-profit,Selective private,Four-year,AR,297.5,9.199872,25.620491,2.3570523
2023,Our Lady Of Holy Cross College,Private Non-profit,Selective private,Four-year,LA,129.33333,8.7925415,21.063608,1.8520266
31062,Our Lady Of The Lake College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,LA,148.33333,6.3360162,14.083107,.89230788
3598,Our Lady Of The Lake University,Private Non-profit,Selective private,Four-year,TX,242.66667,22.076452,16.320995,3.6030967
5753,Owens State Community College,Public,Two-year (public and private not-for-profit),Two-year,OH,2700.3333,11.986499,9.4420128,1.1317668
22027,Ozark Christian College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,186.66667,10.642555,11.458282,1.2194541
30830,Ozarks Technical Community College,Public,Two-year (public and private not-for-profit),Two-year,MO,1485.6666,14.462954,8.4124832,1.2166936
30198,PCI Health Training Center,Private For-profit,Less than two-year schools of any type,Less than Two-year,TX,172.5,35.123337,2.831475,.9945085
2791,Pace University,Private Non-profit,Selective private,Four-year,NY,1353.3334,15.173292,55.575592,8.4326468
3785,Pacific Lutheran University,Private Non-profit,Selective private,Four-year,WA,552.33331,3.2666116,28.835831,.94195455
1258,Pacific Union College,Private Non-profit,Selective private,Four-year,CA,233,6.1517224,45.066921,2.7723918
3212,Pacific University,Private Non-profit,Selective private,Four-year,OR,240,4.3146348,31.443565,1.356675
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,176,30.075237,6.7691989,2.0358527
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,361,7.8621521,19.250614,1.5135125
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,3321.3333,16.229347,11.957109,1.9405609
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,3595.3333,11.757648,17.672207,2.0778358
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,345.33334,19.918741,9.9499931,1.9819134
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,556.33331,18.774162,10.545317,1.9797949
2498,Park University,Private Non-profit,Selective private,Four-year,MO,543,14.047748,27.556313,3.8710411
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,1409,10.95141,13.631656,1.4928585
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,3321.3333,27.937716,17.23407,4.814806
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,930,19.733507,10.525184,2.076988
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,521.66669,32.5597,9.0032978,2.931447
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,303.33334,19.236383,5.3007665,1.0196759
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,172,24.564379,5.0525484,1.2411271
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,227,8.2780085,.35575953,.029449806
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,252,11.007942,18.28924,2.0132689
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,783.33331,27.733671,9.8268185,2.7253377
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1457,10.918796,10.36337,1.1315551
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,316,15.143771,13.313685,2.0161941
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,1394.3334,8.4000359,19.285921,1.6200242
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,200,17.583347,6.1005039,1.0726727
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,13272.667,5.827394,30.24964,1.7627659
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,1619.3334,18.33951,7.2300801,1.3259612
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,569.33331,4.3150821,43.098839,1.8597503
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,71.5,7.2459841,36.511398,2.6456099
2559,Peru State College,Public,Selective public,Four-year,NE,160.33333,9.5110502,13.374622,1.2720671
2955,Pfeiffer University,Private Non-profit,Selective private,Four-year,NC,129.5,8.7940168,17.851658,1.569878
3354,Philadelphia University,Private Non-profit,Selective private,Four-year,PA,494,4.7852063,42.71978,2.0442297
1103,Philander Smith College,Private Non-profit,Selective private,Four-year,AR,110.66666,35.311775,2.8148479,.99397272
1104,Phillips Community College Of The University Of Arkansas,Public,Two-year (public and private not-for-profit),Two-year,AR,258,39.385162,2.677774,1.0546457
209,Phoenix Metro Community Colleges,Public,Two-year (public and private not-for-profit),Two-year,AZ,13666.667,10.633958,13.601978,1.4464287
1588,Piedmont College,Private Non-profit,Selective private,Four-year,GA,139.33333,7.2931261,9.6442318,.70336598
9646,Piedmont Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,216.66667,20.306679,4.3793249,.88929552
3992,Piedmont Technical College,Public,Two-year (public and private not-for-profit),Two-year,SC,639.33331,23.416258,6.1836085,1.4479698
9928,Piedmont Virginia Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,576.66669,10.415753,9.6843739,1.0087004
5000,Pierce College,Public,Two-year (public and private not-for-profit),Two-year,WA,1613.6666,9.9265127,20.159502,2.0011356
7266,Pima County Community College,Public,Two-year (public and private not-for-profit),Two-year,AZ,3201,15.839279,10.54563,1.6703516
22171,Pima Medical Institute,Private For-profit,Four-year for-profit,Four-year,AZ,812.66669,24.309835,5.1826253,1.2598877
5605,Pinellas Technical Education Center - Clearwater Campus,Public,Two-year (public and private not-for-profit),Two-year,FL,151.66667,25.77515,.64436126,.16608506
10405,Pinnacle Career Institute,Private For-profit,Two-year for-profit,Two-year,MO,68.333336,14.916778,17.903639,2.6706462
23301,Pioneer Pacific College,Private For-profit,Four-year for-profit,Four-year,OR,191.66667,18.117073,9.2926922,1.6835637
4062,Pitt Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,881.66669,20.553112,4.7563887,.97758585
1926,Pittsburg State University,Public,Selective public,Four-year,KS,1057,6.6530652,22.991796,1.5296592
5310,Pittsburgh Institute Of Aeronautics,Private Non-profit,Two-year (public and private not-for-profit),Two-year,PA,148.33333,8.4972343,26.123947,2.2198129
7437,Pittsburgh Technical Institute,Private For-profit,Two-year for-profit,Two-year,PA,792,15.430868,14.563565,2.2472844
1172,Pitzer College,Private Non-profit,Highly selective private,Four-year,CA,192,6.2417159,35.480968,2.2146213
10836,Pivot Point Academy,Private For-profit,Less than two-year schools of any type,Less than Two-year,IL,113.5,14.711547,6.3595476,.93558776
30627,"Platt College of Alhambra, CA",Private For-profit,Four-year for-profit,Four-year,CA,99.666664,25.964409,13.625627,3.5378132
23068,"Platt College of Tulsa, OK",Private For-profit,Four-year for-profit,Four-year,OK,220.5,33.8041,1.1010909,.37221387
12358,Plaza College,Private For-profit,Four-year for-profit,Four-year,NY,159,44.500973,8.3288879,3.7064362
2591,Plymouth State University Of The University System Of New Hampshire,Public,Selective public,Four-year,NH,765,4.4847355,23.564016,1.0567838
1262,Point Loma Nazarene University,Private Non-profit,Selective private,Four-year,CA,501.66666,3.3031497,42.654263,1.4089341
3357,Point Park University,Private Non-profit,Selective private,Four-year,PA,314,8.7637434,17.573057,1.5400577
1514,Polk State College,Public,Nonselective four-year public,Four-year,FL,1263,16.730318,12.424182,2.0786052
1173,Pomona College,Private Non-profit,Other elite schools (public and private),Four-year,CA,369.33334,3.6810484,52.981018,1.9502569
3213,Portland Community College,Public,Two-year (public and private not-for-profit),Two-year,OR,3639.6667,11.20102,11.064582,1.239346
3216,Portland State University,Public,Selective public,Four-year,OR,1156.3334,8.3449821,24.099758,2.0111206
1401,Post University,Private For-profit,Four-year for-profit,Four-year,CT,132,14.912631,22.05706,3.2892878
218,Poster & Chester Institute,Private For-profit,Less than two-year schools of any type,Less than Two-year,CT,217,14.433408,26.831087,3.8726404
1640,Prairie State College,Public,Two-year (public and private not-for-profit),Two-year,IL,880.5,16.968952,6.1954556,1.0513039
3630,Prairie View Agricultural & Mechanical University,Public,Selective public,Four-year,TX,1167.3334,21.610006,15.979915,3.4532607
1938,Pratt Community College,Public,Two-year (public and private not-for-profit),Two-year,KS,185,17.7915,7.9148879,1.4081773
2798,Pratt Institute,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,465,9.7330589,27.164322,2.6439195
3445,Presbyterian College,Private Non-profit,Selective private,Four-year,SC,272.66666,2.8914626,40.932896,1.1835594
2089,Prince George's Community College,Public,Two-year (public and private not-for-profit),Two-year,MD,1863.3334,12.377005,19.849512,2.4567752
2627,Princeton University,Private Non-profit,Ivy Plus,Four-year,NJ,1027.3334,2.0432553,65.865234,1.3457949
118,Prism Career Institute,Private For-profit,Two-year for-profit,Two-year,PA,68.5,37.570076,0,0
3406,Providence College,Private Non-profit,Highly selective private,Four-year,RI,918.33331,2.046726,45.554989,.9323858
20753,Pulaski Technical College,Public,Two-year (public and private not-for-profit),Two-year,AR,779.66669,20.456305,5.9864798,1.2246126
1825,Purdue University,Public,Selective public,Four-year,IN,8755.667,3.1833344,31.517246,1.0032992
2957,Queens University Of Charlotte,Private Non-profit,Selective private,Four-year,NC,188.5,6.9826336,37.757084,2.6364388
2697,Queensborough Community College-CUNY,Public,Two-year (public and private not-for-profit),Two-year,NY,1494,27.576023,20.115633,5.547092
2205,Quincy College,Public,Two-year (public and private not-for-profit),Two-year,MA,359.66666,13.186677,19.226038,2.5352755
1745,Quincy University,Private Non-profit,Selective private,Four-year,IL,214,4.9956851,20.033043,1.0007877
10530,Quinebaug Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,CT,244,10.558003,7.7318707,.81633115
1402,Quinnipiac University,Private Non-profit,Highly selective private,Four-year,CT,1085.6666,1.8561233,48.528473,.90074825
2175,Quinsigamond Community College,Public,Two-year (public and private not-for-profit),Two-year,MA,1017.3333,13.836559,12.573892,1.739794
3732,Radford University,Public,Selective public,Four-year,VA,1582.6666,4.4043922,21.964861,.96741867
9344,Ramapo College Of New Jersey,Public,Highly selective public,Four-year,NJ,699.33331,6.2429748,40.180756,2.5084743
10,Rancho Santiago Community College District,Public,Two-year (public and private not-for-profit),Two-year,CA,2269.3333,15.97264,16.563599,2.6456439
3733,Randolph - Macon College,Private Non-profit,Selective private,Four-year,VA,245.5,2.4701793,26.215876,.64757913
3734,Randolph College,Private Non-profit,Selective private,Four-year,VA,126.5,6.2615027,15.927974,.99733055
5447,Randolph Community College,Public,Two-year (public and private not-for-profit),Two-year,NC,320.33334,14.090469,4.0273142,.56746745
3603,Ranger College,Public,Two-year (public and private not-for-profit),Two-year,TX,180.33333,22.490618,12.931953,2.9084764
12500,Ranken Technical College,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,MO,380,6.9530239,13.752186,.95619279
9160,Rappahannock Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,214.66667,17.203072,8.7971344,1.5133774
7731,Raritan Valley Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,890.66669,5.3536506,21.755447,1.1647105
10388,Reading Area Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,563,14.788185,7.1239419,1.0535017
3156,Redlands Community College,Public,Two-year (public and private not-for-profit),Two-year,OK,283.33334,15.196209,13.451709,2.0441496
3217,Reed College,Private Non-profit,Other elite schools (public and private),Four-year,OR,311.33334,4.2067385,27.120611,1.1408931
10490,Regency Beauty Institute,Private For-profit,Less than two-year schools of any type,Less than Two-year,MI,161.33333,7.8288078,0,0
2206,Regis College,Private Non-profit,Selective private,Four-year,MA,146,8.6421032,27.295357,2.3588927
1363,Regis University,Private Non-profit,Selective private,Four-year,CO,274.33334,3.8272104,41.248951,1.5786841
5692,Reid State Technical College,Public,Two-year (public and private not-for-profit),Two-year,AL,105,34.119484,13.939927,4.7562313
1589,Reinhardt University,Private Non-profit,Selective private,Four-year,GA,174.5,5.1639771,24.447083,1.2624419
