super_opeid,name,type,tier,iclevel,state,parq,success_by_q,percent
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,3,17.328735,20.810867
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,4,15.204948,13.73938
1587,Paine College,Private Non-profit,Selective private,Four-year,GA,5,15.875954,5.8433781
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,1,19.250614,7.8621521
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,2,16.701981,12.019055
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,3,22.762201,18.422703
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,4,23.6574,26.14756
8849,Palm Beach Atlantic University,Private Non-profit,Selective private,Four-year,FL,5,31.103277,35.548534
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,1,11.957109,16.229347
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,2,13.746553,21.316084
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,3,16.763132,20.302019
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,4,20.353552,20.403254
1512,Palm Beach State College,Public,Nonselective four-year public,Four-year,FL,5,19.865046,21.74929
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,17.672207,11.757648
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,19.376308,17.304705
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,21.905857,20.981016
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,25.053946,23.700438
1260,Palomar College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,27.749491,26.256197
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,1,9.9499931,19.918741
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,2,13.026328,23.707262
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,3,21.838577,23.66503
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,4,30.038649,21.879343
3600,Panola College,Public,Two-year (public and private not-for-profit),Two-year,TX,5,41.175385,10.829635
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,1,10.545317,18.774162
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,2,12.966165,22.436295
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,3,16.824066,25.612202
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,4,18.831846,22.707525
3601,Paris Junior College,Public,Two-year (public and private not-for-profit),Two-year,TX,5,22.461742,10.46982
2498,Park University,Private Non-profit,Selective private,Four-year,MO,1,27.556313,14.047748
2498,Park University,Private Non-profit,Selective private,Four-year,MO,2,26.16786,18.094229
2498,Park University,Private Non-profit,Selective private,Four-year,MO,3,33.632553,24.073385
2498,Park University,Private Non-profit,Selective private,Four-year,MO,4,35.083233,26.781904
2498,Park University,Private Non-profit,Selective private,Four-year,MO,5,36.569954,17.002735
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,1,13.631656,10.95141
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,2,15.162336,15.214133
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,3,15.643942,24.911066
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,4,20.916185,28.332317
7118,Parkland College,Public,Two-year (public and private not-for-profit),Two-year,IL,5,27.550735,20.591084
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,1,17.23407,27.937716
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,2,18.020876,23.209127
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,3,21.578894,19.123405
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,4,21.242836,15.806392
1261,Pasadena City College,Public,Two-year (public and private not-for-profit),Two-year,CA,5,26.040607,13.923361
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,1,10.525184,19.733507
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,2,14.249253,24.785181
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,3,11.728034,26.071907
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,4,16.590174,20.147219
10652,Pasco - Hernando State College,Public,Two-year (public and private not-for-profit),Two-year,FL,5,12.064525,9.2621965
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,1,9.0032978,32.5597
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,2,11.700945,28.115568
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,3,14.239974,17.432556
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,4,19.276028,12.560615
9994,Passaic County Community College,Public,Two-year (public and private not-for-profit),Two-year,NJ,5,25.236067,9.3315687
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,1,5.3007665,19.236383
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,2,4.3090858,27.468145
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,3,9.453476,28.623611
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,4,12.513033,18.321796
3751,Patrick Henry Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,5,18.607763,6.3500547
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,1,5.0525484,24.564379
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,2,13.199117,19.285301
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,3,12.866142,20.826921
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,4,17.330585,24.308685
9159,Paul D. Camp Community College,Public,Two-year (public and private not-for-profit),Two-year,VA,5,13.197352,11.014715
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,1,.35575953,8.2780085
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,2,6.2373524,13.724075
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,3,3.5154812,18.272511
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,4,5.4627585,25.92312
25318,"Paul Mitchell The School of Costa Mesa, CA",Private For-profit,Less than two-year schools of any type,Less than Two-year,CA,5,11.680541,33.802284
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,1,18.28924,11.007942
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,2,11.818322,16.110689
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,3,18.809338,20.815117
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,4,17.512648,28.640699
2795,Paul Smith's College Of Arts & Sciences,Private Non-profit,Nonselective four-year private not-for-profit,Four-year,NY,5,17.580145,23.42557
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,1,9.8268185,27.733671
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,2,17.091534,22.377453
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,3,19.677736,21.015572
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,4,20.687752,19.196547
2430,Pearl River Community College,Public,Two-year (public and private not-for-profit),Two-year,MS,5,28.426596,9.6767616
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,1,10.36337,10.918796
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,2,9.8209362,16.568829
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,3,13.797962,22.847418
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,4,15.83662,27.990255
12693,Pellissippi State Community College,Public,Two-year (public and private not-for-profit),Two-year,TN,5,18.597546,21.674706
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,1,13.313685,15.143771
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,2,13.121571,18.794329
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,3,12.409686,26.307112
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,4,16.204386,24.913607
3786,Peninsula College,Public,Nonselective four-year public,Four-year,WA,5,25.53915,14.841184
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,1,19.285921,8.4000359
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,2,22.787449,14.967049
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,3,26.408554,27.61187
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,4,33.336327,29.154202
3395,Pennsylvania College Of Technology,Public,Selective public,Four-year,PA,5,36.998856,19.866848
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,1,6.1005039,17.583347
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,2,14.109731,21.666588
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,3,9.6519518,33.3354
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,4,15.493855,19.385477
31804,Pennsylvania Highlands Community College,Public,Two-year (public and private not-for-profit),Two-year,PA,5,18.925735,8.0291901
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,1,30.24964,5.827394
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,2,33.344997,10.391827
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,3,37.400101,17.649818
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,4,42.839474,26.376333
3329,Pennsylvania State University ,Public,Selective public,Four-year,PA,5,54.607231,39.754631
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,1,7.2300801,18.33951
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,2,11.025938,20.35741
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,3,13.296315,24.978878
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,4,15.64534,23.484766
1513,Pensacola State College,Public,Nonselective four-year public,Four-year,FL,5,18.74913,12.839437
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,1,43.098839,4.3150821
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,2,50.191826,7.9490023
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,3,48.845203,14.115373
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,4,45.888187,18.051619
10149,Pepperdine University,Private Non-profit,Highly selective private,Four-year,CA,5,50.74287,55.56892
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,1,36.511398,7.2459841
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,2,35.703583,16.983229
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,3,51.054947,23.521063
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,4,64.584953,28.409451
9387,Perry Technical Institute,Private Non-profit,Two-year (public and private not-for-profit),Two-year,WA,5,68.112595,23.840273
